id,address,name,construction,demolition,architect,notes,target1904,scope,occupancy1904,geometry_status,confidence,source_ids,built_year,demolished_year,status_1904,events,directory_candidates,excluded_1904,measurements
pa-2036-38,2036 S. Prairie Avenue,Ebenezer Buckingham residence,,,,"Address/name identification only. | 1904 Blue Book candidate: E. Buckingham household; Clarence Buckingham. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-city1973"", ""civic-bluebook-1904""]",,,unresolved,[],"[{""address"": 2036, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""E. Buckingham household; Clarence Buckingham"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2112-39,2112 S. Prairie Avenue,Max M. Rothschild residence,,1934,,"Construction and target occupants unresolved. | 1904 Blue Book candidate: Mrs. M. M. Rothschild household; Jesse Rothschild. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-news"", ""civic-bluebook-1904""]",,1934,unresolved,"[{""type"": ""loss"", ""date_text"": ""1934"", ""source_ids"": [""B-news"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2112, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. M. M. Rothschild household; Jesse Rothschild"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2108-40,2108 S. Prairie Avenue,Mark Kimball residence,,1933,,Do not confuse with William Kimball at 1801.,unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-news""]",,1933,unresolved,"[{""type"": ""loss"", ""date_text"": ""1933"", ""source_ids"": [""B-news""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-2109-41,2109 S. Prairie Avenue,Robert Roloson residence,,1933,,"Construction and target occupants unresolved. | 1904 Blue Book candidate: Robert W. Roloson. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-news"", ""civic-bluebook-1904""]",,1933,unresolved,"[{""type"": ""loss"", ""date_text"": ""1933"", ""source_ids"": [""B-news"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2109, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Robert W. Roloson"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2130-42,2130 S. Prairie Avenue,Thomas Murdoch residence,,1933,,Construction and target occupants unresolved.,unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-news""]",,1933,unresolved,"[{""type"": ""loss"", ""date_text"": ""1933"", ""source_ids"": [""B-news""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-1702-43,1702 S. Prairie Avenue,John Nichols Staples / Turlington W. Harvey residence,1853,1899,,1880 remodeling. Replaced by Glessner children’s townhouses; exclude old house in 1904.,demolished before 1904,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early2""]",1853,1899,demolished before 1904,"[{""type"": ""construction"", ""date_text"": ""1853"", ""source_ids"": [""B-early2""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""1899"", ""source_ids"": [""B-early2""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],True,[]
pa-1804–1808-s.-prairie-avenue-(predecessors)-44,1804–1808 S. Prairie Avenue (predecessors),Horatio Hitchcock / A. J. Galloway double houses,circa 1858,1886,,"Replaced by Glessner and O. R. Keith residences; illustrated 1874; exclude in target year. | 1904 Blue Book candidate: Stanley Field household. OCR-derived, selected names only; page verification pending.",demolished before 1904,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early2"", ""civic-bluebook-1904""]",,1886,demolished before 1904,"[{""type"": ""construction"", ""date_text"": ""circa 1858"", ""source_ids"": [""B-early2"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""1886"", ""source_ids"": [""B-early2"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1808, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Stanley Field household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",True,[]
pa-1637-45,1637 S. Prairie Avenue,Cornelia Grosvenor / Jesse Spalding residence,1862,,,"Major Spalding remodeling obscured initial Italianate design; target phase unresolved. | 1904 Blue Book candidate: William Gold Hibbard Jr. household. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4"", ""civic-bluebook-1904""]",1862,,unresolved,"[{""type"": ""construction"", ""date_text"": ""1862"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1637, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""William Gold Hibbard Jr. household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1709-46,1709 S. Prairie Avenue,Nicholas O. Williams residence,1862,circa 1882,W. W. Boyington,"Superseded by Palmer Kellogg house. | 1904 Blue Book candidate: Jesse Spalding household. OCR-derived, selected names only; page verification pending.",demolished before 1904,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4"", ""civic-bluebook-1904""]",1862,,demolished before 1904,"[{""type"": ""construction"", ""date_text"": ""1862"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""circa 1882"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1709, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Jesse Spalding household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",True,[]
pa-1709-s.-prairie-avenue-(successor)-47,1709 S. Prairie Avenue (successor),Palmer Kellogg residence,circa 1882,,Burnham & Root,"Replacement of Williams house; demolition unknown. | 1904 Blue Book candidate: Jesse Spalding household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4"", ""civic-bluebook-1904""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""circa 1882"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1709, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Jesse Spalding household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1635-48,1635 S. Prairie Avenue,Col. Robert Forsyth residence,1863,by early 1900s,,Do not assume present in 1904; requires demolition permit.,uncertain; likely absent,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4""]",1863,,uncertain; likely absent,"[{""type"": ""construction"", ""date_text"": ""1863"", ""source_ids"": [""B-early4""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""by early 1900s"", ""source_ids"": [""B-early4""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-1736-49,1736 S. Prairie Avenue,Granville S. Ingraham / Hugh McBirney residence,1864,,,"Mansard may be later addition; phase unresolved. | 1904 Blue Book candidate: Hugh McBirney household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4"", ""civic-bluebook-1904""]",1864,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1864"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1736, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Hugh McBirney household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1630-50,1630 S. Prairie Avenue,Small early residence; owner unresolved,Civil War era,,,Known to survive into twentieth century; target exact form unknown.,unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4""]",,,unresolved,"[{""type"": ""construction"", ""date_text"": ""Civil War era"", ""source_ids"": [""B-early4""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-1726–1728-s.-prairie-avenue-(predecessor)-51,1726–1728 S. Prairie Avenue (predecessor),Early frame double house,Civil War era,1880s,,"Record replacement properties from map; predecessor excluded in target year. | 1904 Blue Book candidate: James R. Walker household. OCR-derived, selected names only; page verification pending.",demolished before 1904,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-early4"", ""civic-bluebook-1904""]",,,demolished before 1904,"[{""type"": ""construction"", ""date_text"": ""Civil War era"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""1880s"", ""source_ids"": [""B-early4"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1726, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""James R. Walker household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",True,[]
pa-1700-52,1700 S. Prairie Avenue,Blewett and Frances Glessner Lee townhouse,"1901 design; occupied March 4, 1902",,"Shepley, Rutan & Coolidge","Mirror of 1706; Georgian Revival; 1904 occupants still require census/directory corroboration. | 1904 Blue Book candidate: Blewett Lee household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-collection"", ""civic-bluebook-1904""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1901 design; occupied March 4, 1902"", ""source_ids"": [""B-collection"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1700, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Blewett Lee household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1706-53,1706 S. Prairie Avenue,George and Alice Glessner townhouse,1901 design,,"Shepley, Rutan & Coolidge","Mirror of 1700; Georgian Revival; separate from earlier 1702 Staples building. | 1904 Blue Book candidate: J. G. M. Glessner household. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-collection"", ""civic-bluebook-1904""]",,,inferred present,"[{""type"": ""construction"", ""date_text"": ""1901 design"", ""source_ids"": [""B-collection"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1706, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""J. G. M. Glessner household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1708-54,1708 S. Prairie Avenue,James and Narcissa Thorne residence,,,,"1911 address attestation only; do not project occupancy to 1904. | 1904 Blue Book candidate: A. A. Carpenter Jr. household. OCR-derived, selected names only; page verification pending.",unresolved,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-christmas"", ""civic-bluebook-1904""]",,,unresolved,[],"[{""address"": 1708, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""A. A. Carpenter Jr. household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1720-55,1720 S. Prairie Avenue,John Tyrrell / James Walker residence,1868,1910,Otis L. Wheelock,"Tyrrell sold 1878; encyclopedia marks 1910 loss. Italianate frame. | 1904 Blue Book candidate: Mrs. James M. Walker. OCR-derived, selected names only; page verification pending.",inferred present,core,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-burley"", ""B-worlds"", ""civic-bluebook-1904""]",1868,1910,inferred present,"[{""type"": ""construction"", ""date_text"": ""1868"", ""source_ids"": [""B-burley"", ""B-worlds"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""1910"", ""source_ids"": [""B-burley"", ""B-worlds"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 1720, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. James M. Walker"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2008-s.-calumet-avenue-56,2008 S. Calumet Avenue,Philander C. Hanford residence,1883,1953,Henry S. Jaffray; interiors Isaac Scott,Brownstone; double basement; museum holds salvaged pieces. Excavation photographs from 2001 useful for footprint.,inferred present,adjacent,,unmeasured; footprint and heights require map/plan reconciliation,source-backed identification; 1904 existence inferred from lifespan unless otherwise stated,"[""B-hanford""]",1883,1953,inferred present,"[{""type"": ""construction"", ""date_text"": ""1883"", ""source_ids"": [""B-hanford""], ""confidence"": ""reported; preserve ranges/conflicts""}, {""type"": ""loss"", ""date_text"": ""1953"", ""source_ids"": [""B-hanford""], ""confidence"": ""reported; preserve ranges/conflicts""}]",[],False,[]
pa-2031-nrhp,2031 S. Prairie Avenue,Townhouse; historic owner unresolved,1869,,,"Nomination PDF p13 identifies trio at 2031–2035, 25-foot lots and Lemont limestone fronts. Exact 1904 survival/occupants require map and directory. | 1904 Blue Book candidate: Samuel A. Tolman household. OCR-derived, selected names only; page verification pending. | Dimensional evidence: rowhouse lot width: 25 ft (Historic synthesis; construction claim needs period confirmation)",unresolved,core,,25-foot lot width from nomination; footprint and height unmeasured,source-backed historical identification; target-year existence unverified,"[""B-reid_nom_acquired"", ""civic-bluebook-1904"", ""pa-reid-nrhp-2003""]",1869,,unresolved,"[{""type"": ""construction"", ""date_text"": ""1869"", ""source_ids"": [""B-reid_nom_acquired"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2031, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Samuel A. Tolman household"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,"[{""source_file"": ""reid-nrhp-2003.pdf"", ""pdf_page"": 13, ""address"": ""2031–2035 S. Prairie Avenue"", ""property"": ""rowhouse lot width"", ""value"": 25, ""unit"": ""ft"", ""note"": ""Three townhouses dated 1869 with Lemont limestone fronts."", ""temporal_qualification"": ""Historic synthesis; construction claim needs period confirmation"", ""source_id"": ""pa-reid-nrhp-2003""}]"
pa-2033-nrhp,2033 S. Prairie Avenue,Townhouse; historic owner unresolved,1869,,,"Nomination PDF p13 identifies trio at 2031–2035, 25-foot lots and Lemont limestone fronts. Exact 1904 survival/occupants require map and directory. | 1904 Blue Book candidate: F. R. Otis household; Charles T. Otis; Lucius J. Otis. OCR-derived, selected names only; page verification pending.",unresolved,core,,25-foot lot width from nomination; footprint and height unmeasured,source-backed historical identification; target-year existence unverified,"[""B-reid_nom_acquired"", ""civic-bluebook-1904""]",1869,,unresolved,"[{""type"": ""construction"", ""date_text"": ""1869"", ""source_ids"": [""B-reid_nom_acquired"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2033, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""F. R. Otis household; Charles T. Otis; Lucius J. Otis"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-2035-nrhp,2035 S. Prairie Avenue,Townhouse; historic owner unresolved,1869,,,"Nomination PDF p13 identifies trio at 2031–2035, 25-foot lots and Lemont limestone fronts. Exact 1904 survival/occupants require map and directory. | 1904 Blue Book candidate: Mrs. H. O. Stone. OCR-derived, selected names only; page verification pending.",unresolved,core,,25-foot lot width from nomination; footprint and height unmeasured,source-backed historical identification; target-year existence unverified,"[""B-reid_nom_acquired"", ""civic-bluebook-1904""]",1869,,unresolved,"[{""type"": ""construction"", ""date_text"": ""1869"", ""source_ids"": [""B-reid_nom_acquired"", ""civic-bluebook-1904""], ""confidence"": ""reported; preserve ranges/conflicts""}]","[{""address"": 2035, ""street"": ""Prairie Avenue"", ""year_label"": 1904, ""source_id"": ""civic-bluebook-1904"", ""source_locator"": ""printed pp.186–187; PDF pp.188–189"", ""listed_people"": ""Mrs. H. O. Stone"", ""verification"": ""OCR-derived factual candidate; visual source-page check pending"", ""limits"": ""Selected names only; does not establish complete household, ownership, vacancy or building geometry.""}]",False,[]
pa-1609-1904-correction,1609 S. Prairie Avenue,1609 Prairie · house restored for 1904,By 1886; exact date unresolved,After 1904 and by 1911,,Owner and elevations unresolved; do not use 1911 replacement/empty lot. Basic footprint evidence only.,,core,,,,"[""TYRE-20260923"", ""MAP-1886""]",,,present per supplied expert guidance,"[{""type"": ""loss"", ""date_text"": ""1905–1911 interval; precise year not established"", ""source_ids"": [""TYRE-20260923""]}]",,False,[]
pa-1611-1904-correction,1611 S. Prairie Avenue,1611 Prairie · house restored for 1904,By 1886; exact date unresolved,After 1904 and by 1911,,Owner and elevations unresolved; do not use 1911 replacement/empty lot. Basic footprint evidence only.,,core,,,,"[""TYRE-20260923"", ""MAP-1886""]",,,present per supplied expert guidance,"[{""type"": ""loss"", ""date_text"": ""1905–1911 interval; precise year not established"", ""source_ids"": [""TYRE-20260923""]}]",,False,[]
pa-1620-1904-correction,1620 S. Prairie Avenue,1620 Prairie · house restored for 1904,By 1886; exact date unresolved,After 1904 and by 1911,,Owner and elevations unresolved; do not use 1911 replacement/empty lot. Basic footprint evidence only.,,core,,,,"[""TYRE-20260923"", ""MAP-1886""]",,,present per supplied expert guidance,"[{""type"": ""loss"", ""date_text"": ""1905–1911 interval; precise year not established"", ""source_ids"": [""TYRE-20260923""]}]",,False,[]
